gender,field_choices,health_condition,exam_result
Female,"Medicine,Agriculture,Sciences",Physical Disability,55
Male,"Law,Arts,Social Science",Visual Impairment,85
Male,"Medicine,Computer Science,Arts",None,61
Male,"Law,Agriculture",None,67
Female,Medicine,Visual Impairment,71
Female,"Business,Sciences",None,67
Female,Natural Science,Hearing Impairment,85
Male,"Medicine,Engineering,Sciences",Hearing Impairment,90
Male,"Agriculture,Arts",Hearing Impairment,66
Female,"Arts,Computer Science",Visual Impairment,52
Male,"Sciences,Agriculture,Social Science",Physical Disability,96
Male,Agriculture,Visual Impairment,64
Male,Education,Physical Disability,61
Female,"Computer Science,Law,Business",Visual Impairment,52
Male,Health Science,Hearing Impairment,79
Male,"Agriculture,Engineering",None,77
Male,"Arts,Sciences,Law",Visual Impairment,65
Female,"Business,Engineering",Hearing Impairment,95
Male,"Social Science,Law,Business",Physical Disability,80
Female,Law,Visual Impairment,93
Male,Agriculture,Hearing Impairment,96
Male,"Social Science,Sciences,Agriculture",None,57
Male,"Agriculture,Health Science,Medicine",Visual Impairment,58
Female,Arts,Physical Disability,98
Male,Social Science,Physical Disability,76
Male,Health Science,Physical Disability,88
Male,"Health Science,Education,Natural Science",Physical Disability,81
Female,"Law,Engineering,Health Science",None,52
Female,"Engineering,Law,Medicine",Physical Disability,64
Female,"Natural Science,Business,Health Science",Physical Disability,95
Female,"Law,Medicine,Engineering",Visual Impairment,89
Male,"Law,Education",Hearing Impairment,94
Female,Medicine,Visual Impairment,61
Male,"Engineering,Health Science,Medicine",Hearing Impairment,91
Female,"Agriculture,Law,Engineering",Visual Impairment,84
Female,"Natural Science,Arts,Social Science",None,50
Male,"Business,Law,Health Science",None,66
Female,Social Science,Hearing Impairment,95
Female,Arts,Physical Disability,88
Male,Education,Physical Disability,74
Male,"Arts,Computer Science",None,75
Male,Social Science,Physical Disability,81
Male,"Natural Science,Law,Social Science",Hearing Impairment,58
Female,"Medicine,Social Science",Hearing Impairment,98
Female,"Natural Science,Sciences",Visual Impairment,73
Female,"Law,Health Science",Physical Disability,99
Female,"Education,Engineering",Hearing Impairment,80
Male,Business,None,99
Male,"Medicine,Computer Science,Social Science",Physical Disability,95
Male,Agriculture,Visual Impairment,89
Male,"Medicine,Computer Science",Hearing Impairment,95
Female,"Engineering,Medicine",None,55
Female,"Medicine,Business",Hearing Impairment,85
Male,"Business,Agriculture",Hearing Impairment,56
Male,"Business,Education,Arts",Hearing Impairment,66
Male,"Business,Health Science",Physical Disability,50
Male,"Sciences,Agriculture",Hearing Impairment,86
Male,Sciences,Physical Disability,58
Female,"Natural Science,Social Science,Sciences",Visual Impairment,58
Female,"Medicine,Engineering",None,76
Female,"Sciences,Computer Science,Arts",Visual Impairment,63
Male,"Agriculture,Natural Science,Education",None,89
Female,"Arts,Business",Physical Disability,89
Male,Natural Science,Visual Impairment,94
Female,"Health Science,Business",Physical Disability,76
Male,Arts,Hearing Impairment,67
Female,Natural Science,Hearing Impairment,84
Female,"Sciences,Natural Science",None,79
Female,Arts,None,100
Male,Business,Hearing Impairment,77
Male,"Business,Natural Science,Medicine",Physical Disability,96
Female,Natural Science,None,55
Male,"Law,Social Science,Natural Science",Visual Impairment,51
Male,Social Science,Hearing Impairment,64
Female,Education,Physical Disability,83
Female,"Business,Law",None,50
Male,"Natural Science,Education,Law",None,58
Male,Computer Science,None,62
Female,"Business,Medicine,Law",Physical Disability,98
Female,"Law,Health Science,Business",None,64
Male,Sciences,Physical Disability,94
Female,"Agriculture,Natural Science",Physical Disability,77
Male,"Medicine,Education",Visual Impairment,91
Female,"Agriculture,Medicine,Computer Science",None,77
Male,Health Science,Hearing Impairment,81
Male,"Agriculture,Education",Hearing Impairment,80
Female,"Arts,Natural Science,Social Science",None,90
Male,Education,Hearing Impairment,81
Male,"Education,Agriculture,Law",None,85
Female,"Education,Computer Science",Hearing Impairment,57
Male,"Law,Engineering,Natural Science",Hearing Impairment,71
Female,"Natural Science,Agriculture",Visual Impairment,81
Female,Natural Science,Physical Disability,64
Female,Health Science,Visual Impairment,51
Male,"Education,Sciences",Physical Disability,64
Female,"Agriculture,Sciences,Computer Science",Hearing Impairment,58
Male,Law,None,84
Female,Medicine,Physical Disability,99
Male,"Health Science,Natural Science,Engineering",Visual Impairment,53
Female,Health Science,None,89
Male,"Medicine,Engineering,Arts",Visual Impairment,100
Female,"Law,Education,Agriculture",Hearing Impairment,66
Male,"Sciences,Natural Science",Physical Disability,97
Female,"Computer Science,Social Science",None,96
Female,"Business,Medicine,Computer Science",Physical Disability,66
Male,Business,Hearing Impairment,87
Female,"Sciences,Law",Physical Disability,84
Female,"Business,Arts,Medicine",Physical Disability,52
Female,"Social Science,Medicine,Computer Science",Visual Impairment,99
Female,"Law,Health Science,Sciences",Hearing Impairment,74
Male,"Medicine,Business,Natural Science",Hearing Impairment,58
Female,Engineering,None,65
Female,"Sciences,Business",None,64
Male,"Health Science,Law,Social Science",Physical Disability,82
Male,Natural Science,Visual Impairment,93
Male,"Arts,Social Science",Visual Impairment,55
Female,"Medicine,Agriculture",Hearing Impairment,73
Male,"Computer Science,Natural Science,Social Science",Visual Impairment,61
Female,"Engineering,Sciences",None,75
Male,"Agriculture,Natural Science",Visual Impairment,94
Male,"Health Science,Medicine,Business",Visual Impairment,95
Male,"Law,Engineering",Visual Impairment,99
Male,Medicine,None,92
Female,Law,Physical Disability,82
Female,"Medicine,Education,Agriculture",Visual Impairment,63
Female,"Law,Agriculture,Education",None,67
Female,"Social Science,Business,Education",Physical Disability,86
Female,"Business,Social Science",Hearing Impairment,83
Female,"Health Science,Education,Sciences",Hearing Impairment,100
Male,Medicine,Visual Impairment,76
Male,Natural Science,None,66
Male,"Health Science,Sciences,Natural Science",None,61
Male,"Health Science,Sciences,Engineering",Visual Impairment,98
Female,"Engineering,Computer Science,Arts",None,58
Female,"Agriculture,Law",Physical Disability,55
Female,Arts,Physical Disability,76
Female,"Business,Sciences,Law",Hearing Impairment,97
Female,Arts,Physical Disability,78
Female,"Social Science,Arts,Agriculture",None,58
Male,Computer Science,None,61
Male,"Arts,Education",Hearing Impairment,59
Female,Medicine,None,88
Male,"Natural Science,Engineering,Agriculture",Hearing Impairment,79
Female,Arts,Visual Impairment,76
Female,"Health Science,Computer Science",Physical Disability,90
Male,"Law,Natural Science,Computer Science",Hearing Impairment,94
Male,"Natural Science,Arts,Sciences",Physical Disability,54
Female,"Social Science,Agriculture,Education",Visual Impairment,85
Male,"Natural Science,Engineering",Hearing Impairment,55
Male,Agriculture,Visual Impairment,69
Male,"Engineering,Law,Education",Visual Impairment,98
Female,"Education,Business",None,85
Male,"Arts,Social Science,Law",Hearing Impairment,89
Female,"Computer Science,Agriculture,Education",Hearing Impairment,53
Female,"Computer Science,Medicine,Natural Science",Hearing Impairment,84
Female,"Agriculture,Business,Engineering",Hearing Impairment,57
Female,"Medicine,Law,Arts",Hearing Impairment,96
Male,Law,Hearing Impairment,61
Male,"Agriculture,Law,Health Science",Hearing Impairment,98
Male,"Agriculture,Sciences,Medicine",Visual Impairment,65
Female,Natural Science,Visual Impairment,85
Male,"Computer Science,Medicine",Hearing Impairment,70
Male,"Engineering,Social Science",Hearing Impairment,97
Male,"Medicine,Health Science,Social Science",Physical Disability,57
Female,"Social Science,Law,Computer Science",None,66
Male,"Education,Law,Computer Science",Visual Impairment,95
Female,"Sciences,Business",Visual Impairment,63
Male,"Education,Computer Science,Sciences",None,84
Female,"Education,Engineering",Hearing Impairment,82
Female,Law,None,87
Male,"Business,Medicine,Health Science",Visual Impairment,81
Male,"Medicine,Engineering",None,68
Female,"Natural Science,Arts,Social Science",Physical Disability,67
Male,Computer Science,Hearing Impairment,85
Male,Agriculture,Physical Disability,68
Female,"Agriculture,Engineering,Education",None,83
Male,Arts,None,84
Male,"Sciences,Agriculture,Health Science",Hearing Impairment,71
Male,Engineering,Hearing Impairment,65
Female,"Law,Education,Sciences",None,94
Female,"Arts,Social Science,Law",None,96
Female,"Business,Computer Science,Medicine",Hearing Impairment,79
Female,"Education,Computer Science",Visual Impairment,89
Male,"Natural Science,Sciences",None,83
Male,Law,Physical Disability,94
Female,"Social Science,Business,Sciences",Physical Disability,95
Female,Social Science,Visual Impairment,56
Male,"Agriculture,Engineering",Physical Disability,99
Female,"Social Science,Business",Visual Impairment,56
Male,"Sciences,Medicine",Physical Disability,93
Female,"Social Science,Medicine",None,81
Female,"Sciences,Education",Hearing Impairment,93
Male,"Law,Education,Business",Hearing Impairment,75
Male,"Business,Agriculture",None,75
Male,"Social Science,Engineering,Computer Science",None,69
Male,"Medicine,Business",None,61
Male,"Social Science,Computer Science",Hearing Impairment,63
Female,Computer Science,None,92
Female,"Business,Medicine",Visual Impairment,77
Male,Computer Science,Visual Impairment,54
Male,"Social Science,Computer Science",Physical Disability,86
Female,Engineering,Physical Disability,68
Female,"Social Science,Education",Visual Impairment,54
Male,"Education,Health Science,Social Science",Hearing Impairment,51
Male,"Sciences,Law,Social Science",Hearing Impairment,95
Male,"Social Science,Computer Science",Visual Impairment,79
Female,"Computer Science,Agriculture",Physical Disability,65
Male,"Natural Science,Social Science",Hearing Impairment,73
Female,"Natural Science,Health Science",Physical Disability,100
Female,"Sciences,Health Science",Physical Disability,95
Male,"Health Science,Sciences",Physical Disability,63
Male,"Sciences,Business,Arts",Physical Disability,55
Female,"Arts,Social Science",Visual Impairment,57
Male,"Business,Education,Law",Visual Impairment,68
Female,"Education,Business,Health Science",Physical Disability,80
Female,"Social Science,Business,Law",None,91
Female,"Sciences,Natural Science",Visual Impairment,85
Male,"Computer Science,Education,Sciences",None,88
Female,"Social Science,Sciences,Law",Physical Disability,96
Male,"Social Science,Sciences,Arts",None,57
Female,"Agriculture,Computer Science,Business",Physical Disability,70
Male,Social Science,Visual Impairment,84
Male,Natural Science,Physical Disability,70
Female,Natural Science,Hearing Impairment,88
Male,"Computer Science,Business,Arts",Hearing Impairment,61
Female,"Natural Science,Education",Hearing Impairment,80
Female,Business,Visual Impairment,83
Female,"Law,Education",Hearing Impairment,88
Male,"Computer Science,Engineering,Agriculture",Physical Disability,88
Male,"Education,Sciences,Medicine",Visual Impairment,60
Female,"Social Science,Arts,Natural Science",None,51
Male,Agriculture,Visual Impairment,73
Male,"Arts,Engineering",Hearing Impairment,52
Male,"Education,Arts",Physical Disability,97
Female,"Agriculture,Medicine,Business",Hearing Impairment,77
Female,Agriculture,None,96
Male,Computer Science,Physical Disability,77
Female,Law,Visual Impairment,58
Female,Natural Science,Physical Disability,86
Male,"Health Science,Computer Science,Natural Science",Physical Disability,66
Male,"Agriculture,Engineering,Medicine",Visual Impairment,82
Female,"Natural Science,Social Science",None,73
Male,"Social Science,Natural Science",Physical Disability,51
Female,Education,None,68
Female,"Business,Sciences",Hearing Impairment,76
Female,"Computer Science,Medicine",Visual Impairment,89
Male,"Computer Science,Medicine,Agriculture",None,94
Female,"Computer Science,Agriculture",Visual Impairment,58
Male,"Computer Science,Agriculture",Physical Disability,74
Female,Health Science,Visual Impairment,79
Male,"Health Science,Business",None,61
Female,"Law,Education,Engineering",None,95
Male,"Arts,Engineering,Social Science",Physical Disability,65
Female,Education,None,52
Male,"Natural Science,Law",Visual Impairment,63
Male,"Medicine,Law",Visual Impairment,96
Female,"Business,Education",Visual Impairment,85
Male,"Computer Science,Natural Science,Social Science",Physical Disability,85
Male,"Social Science,Health Science",Hearing Impairment,61
Male,"Law,Agriculture",Physical Disability,62
Male,"Engineering,Agriculture,Social Science",Visual Impairment,77
Female,"Computer Science,Agriculture,Medicine",Hearing Impairment,75
Female,Health Science,Visual Impairment,69
Male,"Engineering,Natural Science",Physical Disability,53
Female,Health Science,Visual Impairment,73
Male,Arts,None,92
Female,"Medicine,Engineering,Social Science",None,68
Male,"Agriculture,Medicine,Arts",Visual Impairment,68
Male,"Business,Natural Science",None,71
Female,"Medicine,Health Science,Business",Visual Impairment,64
Female,Arts,None,60
Male,Law,Visual Impairment,92
Male,"Education,Medicine,Law",None,63
Female,"Social Science,Sciences,Health Science",Hearing Impairment,58
Female,"Sciences,Health Science,Business",Physical Disability,77
Female,Agriculture,Hearing Impairment,98
Female,"Agriculture,Social Science,Medicine",Visual Impairment,64
Female,"Natural Science,Medicine",Hearing Impairment,59
Female,"Engineering,Arts",None,76
Female,"Sciences,Engineering",None,62
Male,Sciences,Physical Disability,64
Female,"Medicine,Health Science,Business",None,99
